pool_rank,trade_date,symbol,name,close,price_factor_score,action,target_weight,recommendation_tier,confidence,model_version,risk_flags,reason,review_required,amount,amount_yi,pct_change,intraday_position_pct,amplitude_pct_display,gap_pct_display,alpha_score,liquidity_capacity_score,risk_control_score,crowding_penalty,momentum_score,liquidity_score,capacity_score,close_position_score,stability_score,tradability_score,reversal_risk_score,board,source_time
1520,2026-06-14,603816,顾家家居,27.13,57.32,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 39.6 / 流动性 40.1 / 风控 95.3；涨跌幅 0.41%；成交额 2.10亿；日内收盘位置 58%；振幅 3.11%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,210019452.0,2.1,0.407,58.3,3.11,0.22,39.61,40.07,95.35,0.2422448018302843,0.0,0.5841904761904761,0.060005557714285715,0.5833333333333316,0.9359149168257431,1.0,0.9166666666666663,main,15:00:03
1521,2026-06-14,600475,华光环能,14.63,57.3,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 57.3 / 流动性 41.9 / 风控 73.0；涨跌幅 3.25%；成交额 2.32亿；日内收盘位置 52%；振幅 7.62%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,232234703.0,2.32,3.246,51.9,7.62,0.92,57.27,41.89,72.99,1.000834028356958,0.4991111111111111,0.6087619047619047,0.06635277228571429,0.5185185185185189,0.46086988819968056,1.0,0.7820734990459761,main,15:00:03
1522,2026-06-14,002303,美盈森,3.16,57.29,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 61.0 / 流动性 8.8 / 风控 92.9；涨跌幅 2.60%；成交额 0.37亿；日内收盘位置 75%；振幅 3.90%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,36787298.0,0.37,2.597,75.0,3.9,0.32,61.04,8.8,92.87,0.35419126328217576,0.35488888888888886,0.12971428571428573,0.010510656571428571,0.7500000000000019,0.8530416951469579,1.0,0.9500000000000004,main,15:00:00
1523,2026-06-14,601801,皖新传媒,5.31,57.29,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 57.3；Alpha 44.3 / 流动性 35.7 / 风控 92.5；涨跌幅 -0.38%；成交额 1.65亿；日内收盘位置 71%；振幅 3.94%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,165316771.0,1.65,-0.375,71.4,3.94,0.19,44.32,35.7,92.51,0.20467337540508868,0.0,0.5238095238095238,0.04723336314285714,0.7142857142857119,0.8484250024686483,1.0,0.9428571428571424,main,15:00:03
1524,2026-06-14,300348,长亮科技,9.41,57.28,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 46.6 / 流动性 35.7 / 风控 92.6；涨跌幅 1.95%；成交额 1.66亿；日内收盘位置 60%；振幅 3.79%；拥挤扣分 1.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,165790460.0,1.66,1.95,60.0,3.79,1.08,46.56,35.74,92.56,1.181916674874429,0.2111111111111111,0.5243809523809524,0.047368702857142855,0.6,0.8640018247134613,1.0,0.9199999999999999,chinext,15:35:30
1525,2026-06-14,300966,共同药业,26.57,57.27,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 63.8 / 流动性 25.8 / 风控 77.4；涨跌幅 3.18%；成交额 0.97亿；日内收盘位置 73%；振幅 7.07%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,96758759.0,0.97,3.184,72.5,7.07,0.93,63.84,25.8,77.39,1.0167696381288587,0.4853333333333334,0.3820952380952381,0.027645359714285715,0.7252747252747254,0.5191619826264691,1.0,0.8649578576763042,chinext,15:35:00
1526,2026-06-14,000538,云南白药,50.6,57.27,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.3；Alpha 34.6 / 流动性 60.2 / 风控 84.9；涨跌幅 0.10%；成交额 6.94亿；日内收盘位置 42%；振幅 2.33%；拥挤扣分 0.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,694467764.0,6.94,0.099,42.4,2.33,-0.06,34.61,60.17,84.87,0.06474237928243087,0.0,0.8188571428571428,0.19841936114285716,0.4237288135593221,1.0,0.65,0.8847457627118644,main,15:00:00
1527,2026-06-14,002836,新宏泽,10.7,57.26,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 67.3 / 流动性 6.3 / 风控 90.1；涨跌幅 3.38%；成交额 0.30亿；日内收盘位置 81%；振幅 4.64%；拥挤扣分 1.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,30250983.0,0.3,3.382,81.2,4.64,1.35,67.34,6.29,90.06,1.4756258234519075,0.5293333333333333,0.09219047619047618,0.008643138,0.8124999999999998,0.7749809305873393,1.0,0.9624999999999999,main,15:00:00
1528,2026-06-14,002073,软控股份,5.45,57.26,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.3；Alpha 51.2 / 流动性 23.7 / 风控 95.0；涨跌幅 1.87%；成交额 0.86亿；日内收盘位置 72%；振幅 3.36%；拥挤扣分 0.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,85882407.0,0.86,1.869,72.2,3.36,0.75,51.25,23.69,94.97,0.8156329651656853,0.19311111111111112,0.35123809523809524,0.02453783057142857,0.7222222222222228,0.9090014756517467,1.0,0.9444444444444445,main,15:00:00
1529,2026-06-14,603352,至信股份,28.05,57.25,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 54.9 / 流动性 9.6 / 风控 99.0；涨跌幅 1.70%；成交额 0.39亿；日内收盘位置 80%；振幅 2.32%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,39008360.0,0.39,1.704,79.7,2.32,0.0,54.93,9.64,98.98,0.0,0.15644444444444444,0.1422857142857143,0.011145245714285714,0.7968750000000018,1.0,1.0,0.9593750000000003,main,15:00:03
1530,2026-06-14,605196,华通线缆,35.37,57.25,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 47.3 / 流动性 59.0 / 风控 75.7；涨跌幅 2.55%；成交额 6.44亿；日内收盘位置 54%；振幅 7.19%；拥挤扣分 2.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,643963021.0,6.44,2.551,54.4,7.19,2.0,47.29,58.96,75.74,2.182450776246079,0.3446666666666667,0.808,0.18398943457142858,0.5443548387096758,0.5062642108315158,1.0,0.8195842179593902,main,15:00:01
1531,2026-06-14,603711,香飘飘,13.13,57.25,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 56.1 / 流动性 12.8 / 风控 96.5；涨跌幅 1.70%；成交额 0.47亿；日内收盘位置 88%；振幅 3.18%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,47156717.0,0.47,1.704,87.8,3.18,0.46,56.08,12.75,96.54,0.5070065488346047,0.15644444444444444,0.18895238095238095,0.013473347714285714,0.8780487804878075,0.928859717069591,1.0,0.9756097560975615,main,15:00:03
1532,2026-06-14,603209,兴通股份,13.11,57.24,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 58.8 / 流动性 7.3 / 风控 99.5；涨跌幅 2.10%；成交额 0.33亿；日内收盘位置 91%；振幅 2.49%；拥挤扣分 1.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,33075970.0,0.33,2.103,90.6,2.49,1.09,58.78,7.29,99.53,1.1894647408666166,0.24511111111111117,0.10704761904761904,0.009450277142857143,0.9062499999999966,1.0,1.0,0.9812499999999993,main,15:00:03
1533,2026-06-14,600127,金健米业,5.84,57.22,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 51.2 / 流动性 20.0 / 风控 97.2；涨跌幅 0.86%；成交额 0.71亿；日内收盘位置 94%；振幅 3.11%；拥挤扣分 0.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,70692215.0,0.71,0.864,94.4,3.11,-0.52,51.17,20.02,97.16,0.5652378709373544,0.0,0.29714285714285715,0.020197775714285715,0.9444444444444455,0.9359149168257437,1.0,0.9888888888888892,main,15:00:03
1534,2026-06-14,002130,沃尔核材,19.19,57.21,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.2；Alpha 47.4 / 流动性 64.2 / 风控 70.7；涨跌幅 2.84%；成交额 8.86亿；日内收盘位置 45%；振幅 5.89%；拥挤扣分 2.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,886273655.0,8.86,2.84,44.5,5.89,1.82,47.37,64.18,70.68,1.987722888044428,0.40888888888888886,0.851047619047619,0.2532210442857143,0.4454545454545467,0.6426355277260668,0.65,0.8890909090909094,main,15:00:00
1535,2026-06-14,603648,畅联股份,8.78,57.19,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 62.8 / 流动性 4.6 / 风控 93.7；涨跌幅 2.33%；成交额 0.26亿；日内收盘位置 88%；振幅 3.85%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,26018101.0,0.26,2.331,87.9,3.85,0.35,62.8,4.63,93.73,0.38143674507308956,0.29577777777777775,0.06723809523809524,0.007433743142857142,0.878787878787876,0.8582995951417003,1.0,0.9757575757575752,main,15:00:03
1536,2026-06-14,300189,神农种业,4.91,57.19,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 37.6 / 流动性 49.2 / 风控 90.1；涨跌幅 0.20%；成交额 3.60亿；日内收盘位置 52%；振幅 4.29%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,359978040.0,3.6,0.204,52.4,4.29,0.2,37.59,49.21,90.1,0.2226345083487966,0.0,0.7017142857142857,0.10285086857142858,0.5238095238095254,0.8120300751879701,1.0,0.9047619047619051,chinext,15:35:15
1537,2026-06-14,301449,天溯计量,40.1,57.19,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 64.0 / 流动性 7.7 / 风控 97.0；涨跌幅 3.22%；成交额 0.34亿；日内收盘位置 88%；振幅 3.06%；拥挤扣分 2.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,34216337.0,0.34,3.218,88.2,3.06,2.5,63.98,7.66,97.04,2.723762723762716,0.4928888888888889,0.11257142857142857,0.009776096285714287,0.8823529411764706,0.9407302038880974,1.0,0.9764705882352941,chinext,15:35:00
1538,2026-06-14,002287,奇正藏药,20.49,57.18,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 58.4 / 流动性 6.1 / 风控 98.7；涨跌幅 1.89%；成交额 0.30亿；日内收盘位置 89%；振幅 2.69%；拥挤扣分 0.5；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,29716875.0,0.3,1.89,88.9,2.69,0.45,58.38,6.07,98.66,0.4882238596808526,0.19777777777777775,0.08876190476190476,0.008490535714285714,0.8888888888888845,0.9805019759742474,1.0,0.9777777777777769,main,15:00:00
1539,2026-06-14,603567,珍宝岛,6.0,57.17,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 51.9 / 流动性 32.2 / 风控 87.2；涨跌幅 0.84%；成交额 1.34亿；日内收盘位置 100%；振幅 5.55%；拥挤扣分 0.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,134403493.0,1.34,0.84,100.0,5.55,-0.84,51.94,32.23,87.17,0.916730328495031,0.0,0.47523809523809524,0.038400998,1.0,0.6793454223794779,1.0,1.0,main,15:00:01
1540,2026-06-14,301011,华立科技,16.0,57.16,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.2；Alpha 63.6 / 流动性 9.0 / 风控 94.1；涨跌幅 3.03%；成交额 0.38亿；日内收盘位置 86%；振幅 3.73%；拥挤扣分 2.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,37575978.0,0.38,3.026,86.2,3.73,1.87,63.64,9.04,94.11,2.0371129192764847,0.4502222222222222,0.13333333333333333,0.010735993714285713,0.8620689655172439,0.8700308401396291,1.0,0.9724137931034488,chinext,15:35:00
1541,2026-06-14,300465,高伟达,16.29,57.15,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 43.5 / 流动性 54.8 / 风控 82.5；涨跌幅 2.07%；成交额 5.08亿；日内收盘位置 54%；振幅 6.08%；拥挤扣分 1.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,508028842.0,5.08,2.068,53.6,6.08,1.63,43.52,54.84,82.47,1.777170198222814,0.23733333333333334,0.7655238095238095,0.1451510977142857,0.5360824742268043,0.623400606780109,1.0,0.9013894271761884,chinext,15:35:30
1542,2026-06-14,600072,中船科技,9.74,57.14,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 41.0 / 流动性 46.7 / 风控 91.1；涨跌幅 1.67%；成交额 3.11亿；日内收盘位置 54%；振幅 4.07%；拥挤扣分 1.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,310687857.0,3.11,1.67,53.8,4.07,1.25,40.99,46.71,91.08,1.366483203643944,0.14888888888888888,0.6708571428571428,0.08876795914285715,0.5384615384615399,0.8346335567520047,1.0,0.907692307692308,main,15:00:01
1543,2026-06-14,300511,雪榕生物,5.62,57.13,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 46.7 / 流动性 34.1 / 风控 90.7；涨跌幅 0.36%；成交额 1.50亿；日内收盘位置 80%；振幅 4.46%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,150026350.0,1.5,0.357,80.0,4.46,0.36,46.7,34.12,90.73,0.3896103896103884,0.0,0.5019047619047619,0.04286467142857143,0.8000000000000007,0.793233082706767,1.0,0.9600000000000002,chinext,15:35:45
1544,2026-06-14,603887,城地香江,10.62,57.13,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 45.5 / 流动性 35.2 / 风控 93.2；涨跌幅 1.53%；成交额 1.60亿；日内收盘位置 67%；振幅 3.73%；拥挤扣分 0.9；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,160237764.0,1.6,1.53,66.7,3.73,0.86,45.5,35.17,93.16,0.938640709195194,0.11777777777777779,0.5163809523809524,0.045782218285714285,0.6666666666666652,0.8706853175002511,1.0,0.933333333333333,main,15:00:01
1545,2026-06-14,003000,劲仔食品,10.93,57.13,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 49.7 / 流动性 18.4 / 风控 99.2；涨跌幅 1.11%；成交额 0.65亿；日内收盘位置 85%；振幅 2.41%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,65048454.0,0.65,1.11,84.6,2.41,-0.28,49.71,18.45,99.23,0.30274997897570266,0.024444444444444467,0.27390476190476193,0.01858527257142857,0.8461538461538425,1.0,1.0,0.9692307692307685,main,15:00:00
1546,2026-06-14,601003,柳钢股份,3.65,57.13,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 56.7 / 流动性 23.8 / 风控 88.6；涨跌幅 2.82%；成交额 0.86亿；日内收盘位置 65%；振幅 4.79%；拥挤扣分 1.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,86262071.0,0.86,2.817,64.7,4.79,1.13,56.72,23.78,88.6,1.2291933418693963,0.4037777777777778,0.3525714285714286,0.024646306,0.6470588235294114,0.7590808005930321,1.0,0.9294117647058823,main,15:00:04
1547,2026-06-14,002206,海 利 得,5.28,57.12,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 55.5 / 流动性 21.4 / 风控 90.2；涨跌幅 2.33%；成交额 0.76亿；日内收盘位置 70%；振幅 4.46%；拥挤扣分 0.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,76224167.0,0.76,2.326,69.6,4.46,0.58,55.49,21.43,90.24,0.634249471458775,0.2946666666666667,0.3179047619047619,0.02177833342857143,0.6956521739130455,0.7939616483068145,1.0,0.939130434782609,main,15:00:00
1548,2026-06-14,002352,顺丰控股,34.36,57.12,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.1；Alpha 32.8 / 流动性 63.1 / 风控 84.7；涨跌幅 0.09%；成交额 8.32亿；日内收盘位置 38%；振幅 1.60%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,832008769.0,8.32,0.087,38.2,1.6,0.15,32.83,63.06,84.66,0.15888568175200457,0.0,0.8420952380952381,0.23771679114285713,0.3818181818181804,1.0,0.65,0.876363636363636,main,15:00:00
1549,2026-06-14,603050,科林电气,20.73,57.12,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 60.3 / 流动性 49.0 / 风控 66.5；涨跌幅 7.63%；成交额 3.54亿；日内收盘位置 73%；振幅 8.77%；拥挤扣分 2.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,353819002.0,3.54,7.632,72.8,8.77,2.02,60.27,48.98,66.49,2.209005947323698,0.49238095238095236,0.699047619047619,0.10109114342857144,0.7278106508875737,0.33950920915997107,1.0,0.716462441703994,main,15:00:01
1550,2026-06-14,600400,红豆股份,2.61,57.11,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 52.7 / 流动性 17.2 / 风控 95.3；涨跌幅 1.16%；成交额 0.61亿；日内收盘位置 89%；振幅 3.49%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,60620479.0,0.61,1.163,88.9,3.49,0.0,52.74,17.18,95.28,0.0,0.03622222222222223,0.255047619047619,0.01732013685714286,0.8888888888888867,0.8959608323133402,1.0,0.9777777777777773,main,15:00:03
1551,2026-06-14,600613,神奇制药,4.95,57.11,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 60.5 / 流动性 4.6 / 风控 96.0；涨跌幅 2.06%；成交额 0.26亿；日内收盘位置 88%；振幅 3.30%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,26026128.0,0.26,2.062,87.5,3.3,0.21,60.5,4.64,96.01,0.22492970946581536,0.23599999999999996,0.06742857142857143,0.007436036571428571,0.8750000000000028,0.9158979924036894,1.0,0.9750000000000005,main,15:00:03
1552,2026-06-14,688253,英诺特,57.8,57.11,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 48.4 / 流动性 29.3 / 风控 91.2；涨跌幅 2.05%；成交额 1.16亿；日内收盘位置 51%；振幅 4.01%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,115661345.0,1.16,2.048,51.1,4.01,0.0,48.37,29.27,91.21,0.0,0.2328888888888889,0.43257142857142855,0.033046098571428574,0.5110132158590303,0.8412875408861143,1.0,0.902202643171806,star,15:00:03
1553,2026-06-14,000981,山子高科,3.2,57.11,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.1；Alpha 38.9 / 流动性 60.8 / 风控 83.4；涨跌幅 1.91%；成交额 7.25亿；日内收盘位置 44%；振幅 2.87%；拥挤扣分 1.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,724718372.0,7.25,1.911,44.4,2.87,1.59,38.88,60.84,83.43,1.7371163867979025,0.20244444444444445,0.8245714285714286,0.20706239199999998,0.44444444444444553,0.9614482065035205,0.65,0.8888888888888891,main,15:00:00
1554,2026-06-14,605499,东鹏饮料,131.84,57.11,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 57.1；Alpha 31.3 / 流动性 64.1 / 风控 90.3；涨跌幅 -0.96%；成交额 8.83亿；日内收盘位置 47%；振幅 4.18%；拥挤扣分 1.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,883422089.0,8.83,-0.962,47.3,4.18,-1.46,31.26,64.12,90.31,1.5898164335664318,0.0,0.8504761904761905,0.2524063111428571,0.47302158273381195,0.8235070850202427,1.0,0.8946043165467624,main,15:00:01
1555,2026-06-14,002333,罗普斯金,4.93,57.1,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 61.8 / 流动性 3.7 / 风控 100.0；涨跌幅 2.28%；成交额 0.23亿；日内收盘位置 100%；振幅 2.49%；拥挤扣分 1.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,23406248.0,0.23,2.282,100.0,2.49,1.66,61.78,3.7,100.0,1.8106374952847921,0.2848888888888889,0.05333333333333334,0.006687499428571428,1.0,1.0,1.0,1.0,main,15:00:00
1556,2026-06-14,600199,金种子酒,6.8,57.08,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 49.9 / 流动性 25.4 / 风控 92.7；涨跌幅 1.95%；成交额 0.94亿；日内收盘位置 60%；振幅 3.75%；拥挤扣分 0.2；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,93925044.0,0.94,1.949,60.0,3.75,-0.15,49.94,25.37,92.74,0.1635545863431902,0.2108888888888889,0.3758095238095238,0.026835726857142857,0.5999999999999979,0.8686183224177385,1.0,0.9199999999999996,main,15:00:03
1557,2026-06-14,002415,海康威视,30.24,57.07,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.1；Alpha 24.4 / 流动性 80.8 / 风控 83.8；涨跌幅 0.87%；成交额 20.13亿；日内收盘位置 22%；振幅 1.83%；拥挤扣分 1.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,2013463745.0,20.13,0.867,21.8,1.83,0.9,24.36,80.75,83.84,0.9824731639274715,0.0,0.9325714285714286,0.5752753557142857,0.21818181818181326,1.0,0.65,0.8436363636363626,main,15:00:00
1558,2026-06-14,603758,秦安股份,10.21,57.06,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 55.8 / 流动性 9.7 / 风控 98.6；涨跌幅 2.20%；成交额 0.39亿；日内收盘位置 72%；振幅 2.50%；拥挤扣分 0.4；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,39236723.0,0.39,2.202,72.0,2.5,0.4,55.76,9.74,98.59,0.436800436800427,0.2671111111111111,0.1438095238095238,0.011210492285714286,0.720000000000006,0.9997365786839472,1.0,0.9440000000000012,main,15:00:01
1559,2026-06-14,603214,爱婴室,13.7,57.06,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.1；Alpha 57.6 / 流动性 6.2 / 风控 97.7；涨跌幅 1.71%；成交额 0.30亿；日内收盘位置 87%；振幅 2.90%；拥挤扣分 0.0；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,30074353.0,0.3,1.707,87.2,2.9,0.0,57.58,6.21,97.69,0.0,0.15711111111111112,0.09085714285714286,0.008592672285714285,0.8717948717948701,0.9583870589614344,1.0,0.974358974358974,main,15:00:03
1560,2026-06-14,002182,宝武镁业,13.2,57.05,watch,0.0,watch_candidate,low,institutional_score_v3,weak_close_position|alpha_score_gate,机构评分 57.0；Alpha 53.6 / 流动性 50.6 / 风控 72.2；涨跌幅 3.53%；成交额 3.92亿；日内收盘位置 40%；振幅 5.49%；拥挤扣分 1.7；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,391973665.0,3.92,3.529,40.0,5.49,1.57,53.59,50.61,72.16,1.7112299465240586,0.5619999999999999,0.7182857142857143,0.11199247571428571,0.39999999999999947,0.6852425180598561,0.65,0.8799999999999999,main,15:00:00
1561,2026-06-14,002365,永安药业,11.01,57.05,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.0；Alpha 51.9 / 流动性 18.2 / 风控 95.7；涨跌幅 1.10%；成交额 0.64亿；日内收盘位置 89%；振幅 3.40%；拥挤扣分 0.1；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,64197119.0,0.64,1.102,89.2,3.4,0.09,51.9,18.2,95.68,0.10017530678688202,0.022666666666666686,0.2700952380952381,0.018342034,0.8918918918918897,0.9055144748924644,1.0,0.9783783783783779,main,15:00:00
1562,2026-06-14,000990,诚志股份,8.97,57.04,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.0；Alpha 44.8 / 流动性 46.2 / 风控 83.8；涨跌幅 1.24%；成交额 3.01亿；日内收盘位置 70%；振幅 5.98%；拥挤扣分 0.6；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,301114889.0,3.01,1.242,69.8,5.98,-0.56,44.8,46.21,83.83,0.6156371844859339,0.05377777777777778,0.6645714285714286,0.08603282542857142,0.6981132075471702,0.6334798621836746,1.0,0.9396226415094341,main,15:00:00
1563,2026-06-14,600368,五洲交通,3.78,57.04,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.0；Alpha 54.7 / 流动性 9.0 / 风控 100.0；涨跌幅 1.07%；成交额 0.38亿；日内收盘位置 100%；振幅 1.07%；拥挤扣分 0.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,37521413.0,0.38,1.07,100.0,1.07,0.27,54.73,9.02,100.0,0.2916869227029666,0.015555555555555569,0.13295238095238096,0.010720403714285714,1.0,1.0,1.0,1.0,main,15:00:03
1564,2026-06-14,603499,翔港科技,18.05,57.03,watch,0.0,watch_candidate,low,institutional_score_v3,alpha_score_gate,机构评分 57.0；Alpha 67.9 / 流动性 29.5 / 风控 72.5；涨跌幅 7.18%；成交额 1.17亿；日内收盘位置 82%；振幅 7.96%；拥挤扣分 2.3；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,117036074.0,1.17,7.185,82.1,7.96,2.14,67.9,29.46,72.46,2.3321096955301304,0.5988095238095238,0.43523809523809526,0.033438878285714284,0.8208955223880608,0.42555319414926884,1.0,0.8173857553089662,main,15:00:03
1565,2026-06-14,000818,航锦科技,12.39,57.03,watch,0.0,watch_candidate,low,institutional_score_v3,negative_intraday_return|alpha_score_gate,机构评分 57.0；Alpha 36.8 / 流动性 48.4 / 风控 93.0；涨跌幅 -0.16%；成交额 3.43亿；日内收盘位置 56%；振幅 3.63%；拥挤扣分 0.8；观察候选，入选原因是强势确认、资金容量、交易可行性和追高风险综合评估,True,342891767.0,3.43,-0.161,55.6,3.63,0.73,36.81,48.41,93.04,0.7911508314409232,0.0,0.692,0.09796907628571429,0.5555555555555565,0.881462318164469,1.0,0.9111111111111113,main,15:00:00
